,Route Name,Route Link,Bus Name,Bus Type,Departure Time,Duration,Arrival Time,Star Rating,Price,Seats Available
264,Digha to Kolkata Bus,https://www.redbus.in/bus-tickets/digha-to-kolkata,Aradhana Travels,Non AC Seater (2+3),21:45,05h 40m,03:25,3.0,281.0,36.0
265,Digha to Kolkata Bus,https://www.redbus.in/bus-tickets/digha-to-kolkata,Tara Ma Paribahan,Non AC Seater (2+3),13:00,05h 00m,18:00,3.0,281.0,36.0
266,Digha to Kolkata Bus,https://www.redbus.in/bus-tickets/digha-to-kolkata,Aradhana Bus Service,Non AC Seater (2+3),16:50,05h 40m,22:30,3.0,281.0,36.0
267,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SBSTC-KOLKATA - DIGHA - 10:00 (KHIRPAI DEPOT) - 3506,Non AC Seater (2+3),10:00,04h 30m,14:30,3.1,155.0,48.0
268,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SBSTC-FALTA - DIGHA - VIA - KOLKATA - 07:00 (FALTA DEPOT - 547,Non AC Seater (2+3),10:15,04h 30m,14:45,2.8,155.0,48.0
269,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SBSTC-KOLKATA - DIGHA - 10:30 (MID DEPOT) - 3363,Non AC Seater (2+3),10:30,04h 30m,15:00,5.0,155.0,52.0
270,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SBSTC-ARAMBAG - DIGHA - VIA - KOLKATA - 07:40 - 1307,Non AC Seater (2+3),10:45,04h 30m,15:15,3.3,155.0,35.0
271,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SBSTC-KOLKATA - DIGHA - 11:45 (KALNA DEPOT) - 3822,Non AC Seater (2+3),11:45,04h 30m,16:15,4.0,155.0,51.0
272,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SBSTC-KOLKATA - DIGHA - 13:45 (MID DEPOT) - 971,Non AC Seater (2+3),13:45,04h 30m,18:15,2.5,155.0,29.0
273,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SBSTC-GARIA - DIGHA - 15:15 (DIGHA DEPOT) - 543,Non AC Seater (2+3),15:15,08h 45m,00:00,4.5,162.0,51.0
274,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745,Non AC Seater (2+3),22:30,01h 30m,00:00,4.3,162.0,49.0
275,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SBSTC-KOLKATA - DIGHA - 23:30 (DIGHA DEPOT) - 3988,Non AC Seater (2+3),23:30,04h 30m,04:00,4.0,155.0,34.0
276,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),23:30,05h 00m,04:30,4.5,340.0,41.0
277,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),23:45,05h 00m,04:45,4.3,349.0,20.0
278,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Mayuri Express,AC Seater (2+2),23:15,05h 15m,04:30,4.3,300.0,29.0
279,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Parameswar Travels,A/C Seater Push Back (2+3),23:45,05h 15m,05:00,3.4,315.0,30.0
280,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Parameswar Travels,A/C Seater Push Back (2+3),23:59,05h 01m,05:00,3.0,365.0,37.0
281,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Basu Travels,A/C Seater / Sleeper (2+2),23:59,05h 01m,05:00,3.5,315.0,49.0
282,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Sagufta Travels (Atithi),A/C Seater Push Back (2+3),23:59,05h 01m,05:00,3.6,315.0,51.0
283,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Sagufta Travels (Mayuri),A/C Seater (2+2),23:15,04h 45m,04:00,3.8,315.0,35.0
284,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan (Bhorpet),AC Seater (2+2),23:55,04h 50m,04:45,3.5,300.0,20.0
285,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Parisheba(Samanta),AC Seater (2+3),18:00,04h 25m,22:25,3.6,399.0,41.0
286,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Sagufta Travels(Janhabi),A/C Seater Push Back (2+3),16:45,04h 30m,21:15,3.8,315.0,41.0
287,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Mayuri Express,A/C Seater (2+3),18:20,04h 30m,22:50,3.0,300.0,26.0
288,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Parisheba (Sneha Gold),AC Seater (2+3),09:15,04h 30m,13:45,3.6,300.0,12.0
289,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan(Maa Gauri Gold),AC Seater (2+3),11:00,04h 45m,15:45,3.3,250.0,45.0
290,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Sagufta Travels (Maity),A/C Seater (2+3),00:55,04h 55m,05:50,3.5,250.0,20.0
291,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Sagufta Travels (Maa Chandi),A/C Seater Push Back (2+3),13:30,04h 35m,18:05,3.6,220.0,20.0
292,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Ankita Paribahan(Janhabi),A/C Seater Push Back (2+3),16:45,04h 35m,21:20,3.0,300.0,30.0
293,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Bengal Surface Transport,A/C Seater / Sleeper (2+2),23:55,05h 05m,05:00,2.9,299.0,25.0
294,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,ADHIKARY PARIBAHAN,A/C Seater (2+3),15:15,04h 45m,20:00,2.5,349.0,21.0
295,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Parameswar Travels,A/C Seater Push Back (2+3),23:55,05h 05m,05:00,2.7,299.0,20.0
296,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Basu Travels,A/C Seater Push Back (2+3),10:40,04h 20m,15:00,2.1,249.0,24.0
297,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Parameswar Travels,A/C Seater Push Back (2+3),21:50,05h 55m,03:45,2.9,250.0,25.0
298,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,City Express (Shinjini),AC Seater (2+3),23:50,05h 05m,04:55,2.6,300.0,16.0
299,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Sagufta Travels (Sagar Kanya),A/C Seater Push Back (2+3),23:30,04h 35m,04:05,2.7,315.0,20.0
300,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Purusottam Travels,A/C Seater (2+3),14:39,05h 26m,20:05,3.0,270.0,17.0
301,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Ankita Paribahan( Haimanti),A/C Seater Push Back (2+3),19:50,04h 15m,00:05,2.1,315.0,21.0
302,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,City Express (Maa Chandi),AC Seater (2+3),13:35,04h 25m,18:00,1.2,315.0,20.0
303,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan(Maa Chandi),AC Seater (2+3),13:35,04h 30m,18:05,2.3,399.0,21.0
304,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Samanta Travels,A/C Seater (2+3),18:10,05h 00m,23:10,2.4,300.0,40.0
305,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Subhadip Travels(Radha Gobinda),A/C Seater (2+3),15:25,05h 35m,21:00,2.9,249.0,20.0
306,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SANTOSH BUS SERVICE,AC Seater (2+3),19:25,05h 20m,00:45,3.9,315.0,15.0
307,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Parameswar Travels,A/C Seater Push Back (2+2),23:50,04h 55m,04:45,3.0,320.0,20.0
308,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,City Express (SONAMONI),AC Seater (2+3),11:28,04h 42m,16:10,3.9,379.0,60.0
309,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SANTOSH BUS SERVICE,AC Seater (2+3),15:55,05h 15m,21:10,3.3,350.0,36.0
310,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,City Express (Ruposhi),AC Seater (2+3),15:55,04h 55m,20:50,1.7,419.0,36.0
311,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SANTOSH BUS SERVICE,Non AC Seater (2+3),16:10,05h 35m,21:45,3.0,390.0,36.0
312,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,City Express (Shinjini),AC Seater (2+2),23:45,04h 50m,04:35,2.6,469.0,36.0
313,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SANTOSH BUS SERVICE,AC Seater (2+3),18:30,05h 15m,23:45,2.1,350.0,36.0
314,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SANTOSH BUS SERVICE,AC Seater (2+3),19:25,04h 34m,23:59,1.7,399.0,36.0
315,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,City Express (Maa Gauri),AC Seater (2+3),12:40,04h 30m,17:10,2.4,280.0,36.0
316,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SANTOSH BUS SERVICE,A/C Seater / Sleeper (2+2),01:20,04h 10m,05:30,1.8,399.0,36.0
317,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan (BHORPET),A/C Seater (2+3),17:40,04h 20m,22:00,2.3,315.0,36.0
318,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SANTOSH BUS SERVICE,AC Seater (2+3),19:00,04h 35m,23:35,1.7,450.0,36.0
319,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SANTOSH BUS SERVICE,AC Seater (2+3),17:20,04h 30m,21:50,2.6,420.0,36.0
320,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Pariseba(Santosh),AC Seater (2+3),18:30,05h 00m,23:30,2.3,250.0,36.0
321,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan (Maa Gouri),AC Seater (2+3),12:40,04h 30m,17:10,2.3,500.0,36.0
322,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Haimanti Bus Service,AC Seater (2+3),12:40,04h 50m,17:30,2.6,200.0,36.0
323,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,City Express (BHORPET),AC Seater (2+3),17:40,04h 20m,22:00,4.0,220.0,36.0
324,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Parameswar Travels,A/C Seater Push Back (2+3),10:10,04h 46m,14:56,1.4,281.0,36.0
325,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Suvam Travels,A/C Seater Push Back (2+3),15:30,05h 00m,20:30,2.2,281.0,36.0
326,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Sagufta Travels (Maa Gauri),A/C Seater Push Back (2+3),12:30,04h 50m,17:20,3.5,281.0,36.0
327,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Haimanti Bus Service,AC Seater (2+3),19:50,05h 40m,01:30,3.2,281.0,36.0
328,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan(Shinjini),A/C Seater (2+3),23:50,04h 40m,04:30,4.1,281.0,36.0
329,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Sagufta Travels(Lokenath),A/C Seater Push Back (2+3),00:30,05h 00m,05:30,3.9,281.0,36.0
330,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan (ANGEL),A/C Seater Push Back (2+2),23:58,05h 02m,05:00,5.0,281.0,36.0
331,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Sagufta Travels (Samanta),A/C Seater (2+3),18:00,04h 50m,22:50,3.1,281.0,36.0
332,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Arunita Paribahan,AC Seater (2+2),23:45,05h 00m,04:45,2.9,281.0,36.0
333,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Basu Travels,A/C Seater Push Back (2+3),14:25,04h 45m,19:10,2.4,281.0,36.0
334,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Samanta Travels,A/C Seater (2+3),18:50,04h 40m,23:30,4.5,281.0,36.0
335,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,City Express (Maa Gouri),AC Seater (2+3),11:00,04h 30m,15:30,3.9,281.0,36.0
336,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Parameswar Travels,A/C Seater Push Back (2+3),13:10,04h 46m,17:56,1.9,281.0,36.0
337,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Basu Travels,A/C Seater Push Back (2+3),23:30,05h 00m,04:30,1.0,281.0,36.0
338,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Sagufta Travels(Angel),A/C Seater (2+2),23:58,05h 12m,05:10,3.6,281.0,36.0
339,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Purusottam Travels,A/C Seater (2+3),14:40,05h 15m,19:55,2.8,281.0,36.0
340,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Ankita Paribahan (Maity Motor),A/C Seater Push Back (2+3),22:20,04h 40m,03:00,2.1,281.0,36.0
341,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan(SONAMONI),A/C Seater (2+3),11:28,04h 42m,16:10,2.0,281.0,36.0
342,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan (Shinjini),AC Seater (2+2),23:45,04h 50m,04:35,2.0,281.0,36.0
343,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Ankita Paribahan(Atithi),A/C Seater (2+3),23:55,05h 05m,05:00,2.3,281.0,36.0
344,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Bengal Surface Transport,A/C Seater Push Back (2+3),14:29,04h 46m,19:15,2.3,281.0,36.0
345,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan(Maa Gouri Gold),AC Seater (2+3),09:30,04h 30m,14:00,2.7,281.0,36.0
346,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan (Ruposhi),AC Seater (2+3),15:55,04h 55m,20:50,2.0,281.0,36.0
347,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Sagufta Travels (Santosh),A/C Seater / Sleeper (2+2),01:20,04h 10m,05:30,5.0,281.0,36.0
348,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Bengal Surface Transport,A/C Seater Push Back (2+3),23:20,05h 10m,04:30,2.6,281.0,36.0
349,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Parisheba,A/C Push Back (2+3),15:15,04h 30m,19:45,1.7,281.0,36.0
350,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan (Shinjini),AC Seater (2+3),10:08,04h 37m,14:45,1.7,281.0,36.0
351,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Basu Travels,A/C Seater Push Back (2+3),14:32,04h 28m,19:00,2.0,281.0,36.0
352,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Parisheba,AC Seater (2+3),19:30,04h 40m,00:10,4.0,281.0,36.0
353,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Basu Travels,A/C Seater Push Back (2+3),23:55,05h 05m,05:00,2.0,281.0,36.0
354,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,SANTOSH BUS SERVICE,AC Seater (2+3),23:50,05h 10m,05:00,1.0,281.0,36.0
355,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Bengal Surface Transport,A/C Seater Push Back (2+3),23:59,05h 01m,05:00,3.7,281.0,36.0
356,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Parisheba,AC Seater (2+3),14:45,04h 40m,19:25,3.7,281.0,36.0
357,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan (Maa Gouri),AC Seater (2+3),11:07,04h 43m,15:50,3.2,281.0,36.0
358,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Purusottam Travels,NON A/C Seater (2+3),14:35,04h 25m,19:00,3.1,281.0,36.0
359,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Bengal Surface Transport,A/C Seater Push Back (2+3),10:40,04h 20m,15:00,3.1,281.0,36.0
360,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,City Express (Maa Gouri),AC Seater (2+3),11:07,04h 48m,15:55,3.1,281.0,36.0
361,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Ankita Paribahan,AC Seater (2+3),13:50,05h 10m,19:00,2.9,281.0,36.0
362,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Sagufta Travels (Kojagor),A/C Seater Push Back (2+3),17:00,04h 50m,21:50,2.7,281.0,36.0
363,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Parisheba (Samanta),AC Seater (2+3),14:15,04h 30m,18:45,2.3,281.0,36.0
364,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kojagar Travels,A/C Seater (2+3),15:40,05h 50m,21:30,2.1,281.0,36.0
365,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kojagar Travels,A/C Seater (2+3),16:50,05h 10m,22:00,1.3,281.0,36.0
366,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Purusottam Travels,NON A/C Seater (2+3),14:30,04h 30m,19:00,1.0,281.0,36.0
367,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Ankita Paribahan(Parameswar),A/C Seater (2+3),21:50,04h 50m,02:40,1.0,281.0,36.0
368,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Ankita Paribahan,AC Seater (2+3),12:40,05h 20m,18:00,1.0,281.0,36.0
369,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Ankita Paribahan(Atithi),A/C Seater Push Back (2+3),22:40,06h 40m,05:20,2.4,281.0,36.0
370,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Parisheba (Bhunia),AC Seater (2+3),16:00,04h 40m,20:40,1.0,281.0,36.0
371,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Parisheba,AC Seater (2+3),16:10,04h 30m,20:40,2.4,281.0,36.0
372,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Arunita Paribahan,A/C Seater (2+3),10:08,04h 42m,14:50,2.4,281.0,36.0
373,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan (Shinjini),AC Seater (2+3),12:20,04h 30m,16:50,3.0,281.0,36.0
374,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Arunita Paribahan,A/C Executive (2+3),09:30,04h 30m,14:00,3.0,281.0,36.0
375,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Parisheba,AC Seater (2+3),19:05,04h 40m,23:45,3.0,281.0,36.0
376,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Anadi Travels (Disha Gold),A/C Seater Push Back (2+3),23:00,05h 40m,04:40,3.0,281.0,36.0
377,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Suvam Travels,Non AC Seater (2+3),16:30,04h 30m,21:00,3.0,281.0,36.0
378,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Subhadip Travels,A/C Executive (2+3),17:20,04h 15m,21:35,3.0,281.0,36.0
379,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Tara Ma Paribahan,Non AC Seater (2+3),14:30,05h 00m,19:30,3.0,281.0,36.0
380,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Subhadip Travels,A/C Executive (2+3),15:30,05h 00m,20:30,3.0,281.0,36.0
381,Kolkata to Digha Bus,https://www.redbus.in/bus-tickets/kolkata-to-digha,Subhadip Travels(Kojagar),Non AC Seater (2+3),16:50,04h 40m,21:30,3.0,281.0,36.0
382,Barasat (West Bengal) to Digha Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,WBTC (CTC) HABRA-DIGHA via Bally - 26|14:00,Non AC Seater (2+3),14:00,04h 00m,18:00,2.3,161.0,52.0
383,Barasat (West Bengal) to Digha Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,WBTC (CTC) BARASAT-DIGHA via Bally - 38|15:00,Non AC Seater (2+3),15:00,03h 45m,18:45,3.1,161.0,36.0
384,Barasat (West Bengal) to Digha Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,SBSTC-BARASAT - DIGHA - VIA - NIBEDITA SETU - 11:15 - 927,Non AC Seater (2+3),11:15,12h 45m,00:00,5.0,170.0,36.0
385,Barasat (West Bengal) to Digha Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Ankita Paribahan,AC Seater (2+3),12:30,05h 30m,18:00,1.0,281.0,36.0
386,Barasat (West Bengal) to Digha Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Radhakrishna Tourist Service,Non AC Seater (2+3),15:45,05h 30m,21:15,3.0,281.0,36.0
387,Kolkata to Suri Bus,https://www.redbus.in/bus-tickets/kolkata-to-suri,SBSTC-KOLKATA - SURI - 10:30 - (Suri Depot) - 1209,Non AC Seater (2+3),10:30,05h 00m,15:30,4.4,190.0,36.0
388,Kolkata to Suri Bus,https://www.redbus.in/bus-tickets/kolkata-to-suri,SBSTC-KOLKATA - SURI - 11:30 - (Suri Depot) - 2720,Non AC Seater (2+3),11:30,05h 30m,17:00,2.1,190.0,36.0
389,Kolkata to Suri Bus,https://www.redbus.in/bus-tickets/kolkata-to-suri,SBSTC-KARUNAMOYEE - SURI - 12:10 (Suri Depot) - 1366,Non AC Seater (2+3),12:10,05h 30m,17:40,3.5,195.0,36.0
390,Kolkata to Suri Bus,https://www.redbus.in/bus-tickets/kolkata-to-suri,SBSTC-KOLKATA - SURI - 13:30 (Suri Depot) - 2914,Non AC Seater (2+3),13:30,05h 30m,19:00,4.1,190.0,36.0
391,Kolkata to Suri Bus,https://www.redbus.in/bus-tickets/kolkata-to-suri,SBSTC-KARUNAMOYEE - SURI - 14:45 (Suri Depot) - 645,Non AC Seater (2+3),14:45,05h 30m,20:15,3.3,195.0,36.0
392,Kolkata to Suri Bus,https://www.redbus.in/bus-tickets/kolkata-to-suri,SBSTC-KOLKATA - SURI - 15:30 - (Suri Depot) - 655,Non AC Seater (2+3),15:30,05h 30m,21:00,3.4,190.0,36.0
393,Kolkata to Suri Bus,https://www.redbus.in/bus-tickets/kolkata-to-suri,SBSTC-KOLKATA - SURI - 16: 30 - (Suri Depot) - 653,Non AC Seater (2+3),16:30,05h 30m,22:00,2.9,190.0,36.0
394,Kolkata to Suri Bus,https://www.redbus.in/bus-tickets/kolkata-to-suri,SBSTC-KOLKATA - SURI - 18:00 - (Suri Depot) - 1205,Non AC Seater (2+3),18:00,05h 00m,23:00,3.7,190.0,36.0
395,Kolkata to Suri Bus,https://www.redbus.in/bus-tickets/kolkata-to-suri,WBTC (CTC) KOLKATA -BOLPUR - SURI (AC-VOLVO) - 104|14:30,Volvo AC Seater (2+2),14:30,04h 40m,19:10,3.5,435.0,36.0
396,Midnapore to Kolkata Bus,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-MIDNAPUR - KOLKATA - 10:00 (MID DEPOT) - 3169,Non AC Seater (2+3),10:00,14h 00m,00:00,4.2,110.0,50.0
397,Midnapore to Kolkata Bus,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-JHARGRAM - KOLKATA - VIA - MIDNAPUR - 09:00 - 1765,Non AC Seater (2+3),10:45,13h 15m,00:00,5.0,110.0,52.0
398,Midnapore to Kolkata Bus,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-MIDNAPUR - KOLKATA - 11:30 (MID DEPOT) - 1321,Non AC Seater (2+3),11:30,12h 30m,00:00,4.9,110.0,52.0
399,Midnapore to Kolkata Bus,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-JHARGRAM - GARIA - VIA - MIDNAPUR-KOLKATA - 10:45 - 3802,Non AC Seater (2+3),12:20,11h 40m,00:00,4.0,129.0,50.0
400,Midnapore to Kolkata Bus,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-MIDNAPUR - KOLKATA - 13:30 (MID DEPOT) - 870,Non AC Seater (2+3),13:30,10h 30m,00:00,3.8,110.0,51.0
401,Midnapore to Kolkata Bus,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-MIDNAPUR - HABRA - 14:00 (MID DEPOT) - 1397,Non AC Seater (2+3),14:00,10h 00m,00:00,3.8,111.0,41.0
402,Midnapore to Kolkata Bus,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-MIDNAPUR - KOLKATA - 14:30 (MID DEPOT) - 871,Non AC Seater (2+3),14:30,09h 30m,00:00,4.1,110.0,52.0
403,Midnapore to Kolkata Bus,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-JHARGRAM - KARUNAMOYEE - VIA - KOLKATA - 13:35 - 1764,Non AC Seater (2+3),15:05,08h 55m,00:00,4.2,110.0,48.0
